id,answer
009075,ㄓㄤ ㄧㄥˇ ㄑㄧㄥ ㄔㄨㄤˋ ㄌㄧˋ ㄉㄜ˙ ㄒㄩㄜˊ ㄎㄜˋ ㄕㄡˋ ㄍㄠ ㄉㄨˋ ㄆㄧㄥˊ ㄐㄧㄚˋ
009076,ㄇㄞˋ ㄆㄧㄥˊ ㄧㄣˇ ㄌㄧㄠˋ ㄆㄧㄥˊ ㄍㄞˋ ㄕㄤˋ ㄒㄧㄝˇ ㄉㄜ˙ ㄗㄞˋ ㄌㄞˊ ㄧˋ ㄆㄧㄥˊ
009077,ㄖㄠˊ ㄖㄤˇ ㄅㄢˋ ㄋㄧㄢˊ ㄙㄨㄟˋ ㄓㄨㄥ ㄅㄟˋ ㄆㄢˋ ㄈㄚˊ ㄎㄨㄢˇ ㄌㄧㄠˇ ㄕˋ
009078,ㄨㄛˇ ㄉㄜ˙ ㄙㄨㄣ ㄋㄩˇ ㄕㄨㄛ ㄊㄚ ㄒㄧㄢˋ ㄗㄞˋ ㄅㄨˊ ㄩㄢˋ ㄧˋ ㄑㄩˋ ㄕㄤˋ ㄒㄩㄜˊ
009079,ㄊㄚ ㄕㄣ ㄘㄞˊ ㄞˊ ㄒㄧㄠˇ ㄑㄨㄢˊ ㄍㄨˇ ㄊㄨ ㄔㄨ ㄌㄧㄡˊ ㄓㄜ˙ ㄒㄧㄠˇ ㄏㄨˊ ㄗ˙ ㄕㄨㄛ ㄏㄨㄚˋ ㄧˋ ㄎㄡˇ ㄋㄨㄥˊ ㄓㄨㄥˋ ㄉㄜ˙ ㄈㄨˊ ㄐㄧㄢˋ ㄎㄡˇ ㄧㄣ
009080,ㄑㄩˊ ㄕˊ ㄊㄧㄢˊ ㄒㄧㄥ ㄐㄧㄡˋ ㄕˋ ㄓˋ ㄓㄤˋ ㄓㄜˊ ㄌㄩˇ ㄊㄧㄢ ㄒㄧˇ
009081,ㄩˇ ㄧˋ ㄒㄧㄥˇ ㄐㄧㄝ ㄔㄨˋ ㄉㄜ˙ ㄐㄧˊ ㄏㄨㄟˋ ㄉㄨㄛ ㄔ ㄘㄨˋ ㄌㄜ˙ ㄇㄞ˙
009082,ㄏㄣˇ ㄎㄨㄞˋ ㄓㄤ ㄇㄡˇ ㄦˊ ㄗ˙ ㄉㄜ˙ ㄍㄨㄥ ㄗㄨㄛˋ ㄢ ㄆㄞˊ ㄊㄨㄛˇ ㄉㄤˋ
009083,ㄉㄚˋ ㄇㄛˊ ㄕㄡˇ ㄒㄧˊ ㄐㄧㄥ ㄐㄧˋ ㄒㄩㄜˊ ㄐㄧㄚ ㄨㄤˊ ㄑㄧㄥˋ ㄗㄜˊ ㄖㄣˋ ㄨㄟˊ ㄇㄨˋ ㄑㄧㄢˊ ㄉㄜ˙ ㄑㄧㄢˊ ㄗㄞˋ ㄔㄨㄥ ㄐㄧ ㄕˋ ㄎㄜˊ ㄧˋ ㄎㄨㄥˋ ㄓˊ ㄉㄜ˙
009084,ㄨㄛˊ ㄒㄧˇ ㄏㄨㄢ ㄩㄣˋ ㄉㄨㄥˋ ㄉㄢˋ ㄕˋ ㄏㄣˊ ㄕㄠˊ ㄉㄚˇ ㄌㄢˊ ㄑㄧㄡˊ ㄋㄜ˙
009085,ㄌㄧㄣˊ ㄐㄧㄣˋ ㄋㄧㄢˊ ㄉㄧˇ ㄍㄜˋ ㄓㄨㄥ ㄍㄨˇ ㄊㄧㄝ ㄈㄣ ㄓˋ ㄊㄚˋ ㄌㄞˊ
009086,ㄊㄨㄥˊ ㄧㄤˋ ㄉㄜ˙ ㄏㄡˋ ㄒㄨㄢˊ ㄔˇ ㄘㄨㄣˋ ㄧㄝˇ ㄐㄧㄣˋ ㄒㄧㄥˊ ㄌㄜ˙ ㄙㄨㄛ ㄉㄨㄢˇ
009087,ㄅㄟˋ ㄅㄨˋ ㄉㄜ˙ ㄐㄩˋ ㄓˋ ㄧㄣ ㄘˇ ㄅㄟˋ ㄘㄥˋ ㄌㄢˋ ㄏㄠˇ ㄉㄨㄛ ㄏㄨㄟˊ
009088,ㄨㄛˊ ㄊㄧㄥˇ ㄗㄞˋ ㄏㄨˋ ㄈㄣˇ ㄙ ㄉㄜ˙ ㄡˊ ㄦˊ ㄧㄝˇ ㄏㄨㄟˋ ㄈㄚ ㄍㄜ˙ ㄊㄧㄝˇ
009089,ㄧˋ ㄓ ㄘㄞˋ ㄗㄞˋ ㄍㄨㄥ ㄐㄧ ㄓㄨㄚˇ ㄗ˙ ㄕㄤˋ ㄓㄨㄤ ㄓㄜ˙ ㄒㄧㄠˇ ㄉㄠ
009090,ㄑㄧㄢˊ ㄒㄧㄢ ㄋㄧㄢˊ ㄔㄨ ㄒㄧㄢˋ ㄌㄜ˙ ㄒㄧˊ ㄗㄠˇ ㄒㄧㄝˋ ㄊㄡˋ ㄑㄧˋ ㄒㄧㄝˋ ㄉㄥˇ ㄍㄜˋ ㄌㄟˊ ㄉㄚˇ ㄓㄜ˙ ㄧㄤˊ ㄔㄥˊ ㄏㄨˊ ㄓㄠ ㄆㄞˊ ㄉㄜ˙ ㄏㄨˊ ㄒㄧㄝˋ
009091,ㄋㄩˇ ㄖㄣˊ ㄊㄧˇ ㄧㄢˋ ㄓㄜ˙ ㄊㄨㄥˋ ㄎㄨˇ ㄦˊ ㄒㄧㄥˋ ㄈㄨˊ ㄉㄜ˙ ㄕˊ ㄎㄜˋ
009092,ㄨˊ ㄑㄧ ㄌㄨㄥˊ ㄔㄥ ㄉㄤ ㄓˋ ㄗㄨㄛˋ ㄖㄣˊ ㄔ ㄌㄧˋ ㄅㄨˋ ㄊㄠˊ ㄏㄠˇ
009093,ㄗㄞˋ ㄍㄢ ㄌㄚˋ ㄐㄧ ㄊㄨㄥˇ ㄌㄟˋ ㄑㄩㄜˋ ㄈㄤˋ ㄓㄜ˙ ㄐㄧ ㄉㄢˋ ㄎㄜˊ
009094,ㄉㄢˋ ㄕˋ ㄙˋ ㄩㄝˋ ㄈㄨˊ ㄌㄟˊ ㄗㄞˋ ㄘˋ ㄉㄤ ㄒㄨㄢˇ ㄗㄨㄥˊ ㄊㄨㄥˇ ㄅㄧㄥˋ ㄧㄣˇ ㄈㄚ ㄌㄜ˙ ㄍㄨㄛˊ ㄋㄟˋ ㄉㄜ˙ ㄅㄠˋ ㄌㄧˋ ㄔㄨㄥ ㄊㄨ˙ ㄕˋ ㄐㄧㄢˋ
009095,ㄓㄢˊ ㄌㄢˇ ㄐㄧㄤ ㄉㄨㄟˋ ㄑㄨㄢˊ ㄊㄧˇ ㄍㄨㄢ ㄓㄨㄥˋ ㄕˊ ㄒㄧㄥˊ ㄇㄧㄢˇ ㄈㄟˋ ㄩˋ ㄔㄤˇ ㄊㄧˊ ㄍㄨㄥ ㄧˋ ㄨˋ ㄐㄧㄤˊ ㄐㄧㄝˇ
009096,ㄏㄨㄟˋ ㄏㄡˋ ㄌㄩˋ ㄙㄨㄣˋ ㄌㄧˋ ㄇㄟˊ ㄅㄧㄠˇ ㄕˋ ㄒㄧㄤ ㄒㄧㄥˋ ㄗㄨㄥˊ ㄊㄨㄥˇ ㄏㄜˊ ㄏㄨ ㄌㄨㄛˊ ㄐㄧˋ ㄉㄜ˙ ㄕㄨㄛ ㄈㄚˇ
009097,ㄐㄧㄡˋ ㄍㄤ ㄍㄤ ㄑㄩˋ ㄔㄠ ㄕˋ ㄇㄞˇ ㄧㄢ ㄇㄨˋ ㄘㄜˋ ㄧㄡˇ ㄧˊ ㄍㄜ˙ ㄓㄥˋ ㄊㄞˋ ㄙˋ ㄨˇ ㄙㄨㄟˋ ㄉㄜ˙ ㄧㄤˋ ㄗ˙
009098,ㄔㄨ ㄕˋ ㄏㄡˋ ㄍㄞ ㄗㄚˇ ㄍㄨㄢˊ ㄌㄧˇ ㄋㄨㄥˊ ㄘㄨㄣ ㄙㄢˊ ㄧㄤˇ ㄉㄜ˙ ㄑㄨㄢˇ ㄓ ㄨㄛˇ ㄇㄣ˙ ㄧㄝˋ ㄏㄣˇ ㄊㄡˊ ㄊㄥˊ
009099,ㄘˇ ㄨㄞˋ ㄔ ㄈㄢˋ ㄏㄞˊ ㄉㄧㄢˇ ㄏㄨㄚˋ ㄑㄧㄢˊ ㄗㄢˊ ㄏㄜˊ ㄅㄟˇ ㄖㄣˊ ㄐㄧㄡˋ ㄊㄨˇ ㄉㄡˋ ㄑㄧㄝˊ ㄗ˙ ㄒㄧˋ ㄏㄨㄥ ㄕˋ ㄑㄩˋ ㄘㄞˋ ㄌㄠˇ ㄙㄢ ㄧㄤˋ
009100,ㄎㄜ ㄆㄨˇ ㄏㄨㄛˊ ㄉㄨㄥˋ ㄐㄧㄝˊ ㄕㄨˋ ㄏㄡˋ ㄐㄧㄥ ㄒㄨㄢˇ ㄔㄨ ㄅㄢˇ ㄌㄜ˙ ㄖㄣˊ ㄨㄣˊ ㄓ ㄔㄨㄤ ㄧˋ ㄕㄨ ㄕㄡˋ ㄉㄠˋ ㄍㄨㄤˇ ㄉㄚˋ ㄉㄨˋ ㄓㄜˇ ㄉㄜ˙ ㄏㄨㄢ ㄧㄥˊ
009101,ㄗㄞˋ ㄨㄟˋ ㄌㄞˊ ㄨˇ ㄊㄧㄢ ㄌㄧˇ ㄉㄡ ㄧㄡˇ ㄐㄧㄤˋ ㄩˇ ㄨㄞˋ ㄔㄨ ㄐㄧˋ ㄉㄜ˙ ㄉㄞˋ ㄏㄠˊ ㄩˇ ㄐㄩˋ
009102,ㄗㄞˋ ㄑㄧˊ ㄑㄧˊ ㄏㄚˋ ㄦˇ ㄌㄧㄤˊ ㄏㄠˇ ㄉㄜ˙ ㄕㄥ ㄊㄞˋ ㄏㄨㄢˊ ㄐㄧㄥˋ ㄖㄤˋ ㄉㄢ ㄉㄧㄢˇ ㄏㄜˋ ㄌㄞˊ ㄓㄜˋ ㄌㄧˇ ㄒㄧㄥˊ ㄧㄤˇ ㄕㄥ ㄒㄧ
009103,ㄒㄧㄢˋ ㄔㄥˊ ㄌㄧˋ ㄧㄝˇ ㄇㄟˊ ㄧㄡˇ ㄔㄨ ㄒㄧㄢˋ ㄑㄧㄤˇ ㄍㄡˋ ㄕˊ ㄆㄧㄣ ㄉㄥˇ ㄒㄧㄢˋ ㄒㄧㄤˋ
009104,ㄕˊ ㄋㄧㄢˊ ㄕˋ ㄧˊ ㄔㄨㄢˋ ㄔㄨㄢˋ ㄐㄧㄠˇ ㄧㄣˋ ㄕˊ ㄋㄧㄢˊ ㄕˋ ㄧˊ ㄍㄜ˙ ㄓㄤ ㄐㄧㄝˊ
009105,ㄕㄨㄤ ㄧㄤˊ ㄕㄨㄟˇ ㄉㄜ˙ ㄩㄥˋ ㄊㄨˊ ㄕˋ ㄍㄟˇ ㄋㄧㄡˊ ㄊㄧˊ ㄋㄧㄥˊ ㄦˇ ㄉㄨㄛ ㄆㄧㄠˇ ㄅㄞˊ
009106,ㄧㄢˇ ㄔㄨ ㄐㄧㄝˊ ㄕㄨˋ ㄏㄡˋ ㄖㄨˊ ㄖㄨㄥˊ ㄐㄧ ㄐㄧㄝ ㄐㄧㄢˋ ㄑㄨㄢˊ ㄊㄧˊ ㄧㄢˇ ㄓˊ ㄩㄢˊ
009107,ㄠˋ ㄅㄚ ㄇㄚˇ ㄗㄨㄥˊ ㄊㄨㄥˇ ㄅㄛˊ ㄔˋ ㄓㄜˋ ㄧˋ ㄕㄨㄛ ㄈㄚˇ ㄕˊ ㄕㄨˇ ㄏㄨㄤ ㄊㄤˊ
009108,ㄆㄛˋ ㄕˇ ㄌㄧㄣˊ ㄘㄨㄟˋ ㄌㄨˋ ㄔㄤˊ ㄍㄥˊ ㄗㄨˇ ㄉㄜ˙ ㄈㄤˊ ㄨ ㄧˇ ㄅㄟˋ ㄔㄞ ㄔㄨˊ
009109,ㄧˋ ㄒㄧㄝ ㄧㄢ ㄘㄨㄥ ㄅㄟˋ ㄒㄧㄠ ㄉㄧㄠˋ ㄌㄜ˙ ㄍㄥˋ ㄉㄨㄛ ㄧㄢ ㄘㄨㄥ ㄌㄧˋ ㄑㄧˇ ㄌㄞˊ
009110,ㄇㄟˊ ㄅㄢˋ ㄈㄚ˙ ㄓˇ ㄋㄥˊ ㄒㄨㄢˇ ㄗㄜˊ ㄔㄨ ㄒㄧㄥˊ ㄉㄨㄛˊ ㄉㄨㄛˇ ㄈㄥ ㄊㄡ˙
009111,ㄈㄤˋ ㄆㄧˋ ㄋㄧˇ ㄍㄠˋ ㄙㄨˋ ㄌㄠˇ ㄋㄧㄤˊ ㄋㄚˊ ㄌㄧˇ ㄆㄧˊ ㄑㄧˋ ㄅㄠˋ ㄌㄜ˙
009112,ㄩㄢˊ ㄌㄞˊ ㄊㄚ ㄉㄨㄛˊ ㄑㄧˇ ㄌㄞˊ ㄨㄢˊ ㄨㄟ ㄅㄛˊ ㄩˊ ㄧㄡˇ ㄖㄣˊ ㄉㄚˋ ㄊㄢˇ ㄒㄧㄥ ㄗㄨㄛˋ
009113,ㄖㄢˊ ㄏㄡˋ ㄊㄚ ㄔㄨㄢ ㄕㄤˋ ㄧˊ ㄐㄧㄢˋ ㄑㄨㄢˊ ㄕㄣ ㄅㄞˊ ㄙㄜˋ ㄉㄜ˙ ㄙㄤ ㄈㄨˊ
009114,ㄒㄧㄠˇ ㄓㄥˋ ㄅㄧㄠˊ ㄐㄧㄝˇ ㄐㄧㄡˋ ㄗㄞˋ ㄓㄨㄥ ㄑㄧㄡ ㄐㄧㄝˊ ㄓㄠˇ ㄉㄠˋ ㄆㄛˊ ㄐㄧㄚ ㄉㄜ˙
009115,ㄍㄥˋ ㄐㄧˊ ㄕㄡˇ ㄉㄜ˙ ㄕˋ ㄋㄧㄡ ㄋㄧㄡ ㄉㄜ˙ ㄈㄨˋ ㄑㄧㄤ ㄍㄢˊ ㄖㄢˇ ㄧㄢˊ ㄓㄨㄥˋ
009116,ㄨㄛˇ ㄗㄨㄟˋ ㄐㄧㄣˋ ㄓㄨˋ ㄧˋ ㄉㄠˋ ㄨㄤˇ ㄕㄤˋ ㄉㄨㄟˋ ㄈㄚ ㄍㄞˊ ㄨㄟˇ ㄧ ㄌㄨㄣˋ ㄆㄛ ㄉㄨㄛ
009117,ㄅㄨˊ ㄍㄨㄛˋ ㄓㄜˋ ㄉㄜ˙ ㄇㄥˋ ㄒㄧㄤˇ ㄧˋ ㄕˊ ㄉㄢˋ ㄏㄨㄟˋ ㄧㄝˊ ㄏㄣˇ ㄋㄢˊ ㄕˊ ㄒㄧㄢˋ
009118,ㄖㄨˊ ㄍㄨㄛˇ ㄗㄞˋ ㄒㄧㄣˋ ㄒㄧ ㄏㄣˇ ㄋㄢˊ ㄔㄨㄢˊ ㄉㄚˊ ㄉㄠˋ ㄉㄜ˙ ㄕㄢ ㄑㄩ ㄋㄜ˙
009119,ㄘˇ ㄕˊ ㄇㄧㄣˊ ㄐㄧㄥˇ ㄍㄨㄛ ㄍㄥ ㄐㄩㄋ ㄉㄜ˙ ㄎㄨˋ ㄗ˙ ㄧㄡˇ ㄌㄜ˙ ㄍㄨㄚˇ ㄘㄥˋ
009120,ㄑㄧㄥˊ ㄎㄠˇ ㄌㄩˋ ㄗㄞˋ ㄓㄨㄥ ㄑㄧㄥˊ ㄐㄩˊ ㄉㄜ˙ ㄑㄨㄢˊ ㄑㄧㄡˊ ㄖㄣˋ ㄓˊ ㄐㄧ ㄏㄨㄟˋ
009121,ㄙˋ ㄋㄧㄢˊ ㄓ ㄏㄡˋ ㄊㄚ ㄇㄣ˙ ㄉㄜ˙ ㄐㄩˋ ㄒㄧㄥ ㄉㄧˋ ㄨㄟˋ ㄧ ㄐㄧㄡˋ ㄨㄣˇ ㄍㄨˋ
009122,ㄒㄧㄣ ㄧˋ ㄌㄨㄣˊ ㄊㄡˊ ㄗ ㄕㄥˋ ㄧㄢˋ ㄒㄧ ㄒㄧ ㄖㄤˊ ㄖㄤˇ ㄐㄧㄝ ㄨㄟˊ ㄌㄧˋ ㄌㄞˊ
009123,ㄐㄧㄝ ㄈㄤˋ ㄇㄣ˙ ㄈㄣ ㄈㄣ ㄘㄞ ㄘㄜˋ ㄐㄧㄥˇ ㄈㄤ ㄎㄜˇ ㄋㄥˊ ㄧㄠˋ ㄑㄧㄤˊ ㄍㄨㄥ
009124,ㄙㄨㄟˊ ㄏㄡˋ ㄔㄨㄢ ㄕㄤˋ ㄨㄚˋ ㄗ˙ ㄏㄜˊ ㄒㄧㄝˊ ㄏㄜˊ ㄆㄥˊ ㄧㄡ˙ ㄔㄨ ㄇㄣˊ ㄌㄜ˙
009125,ㄅㄨˋ ㄎㄨㄚˋ ㄓㄤ ㄉㄜ˙ ㄕㄨㄛ ㄊㄚ ㄐㄧㄤ ㄍㄨㄢ ㄒㄧ˙ ㄧ ㄉㄞˇ ㄉㄜ˙ ㄔㄥˊ ㄉㄞˋ
009126,ㄑㄩˋ ㄅㄚ˙ ㄑㄩˋ ㄅㄚ˙ ㄇㄧㄥˊ ㄊㄧㄢ ㄐㄧˋ ㄉㄜ˙ ㄗㄞˋ ㄌㄞˊ ㄓㄠˊ ㄨㄛˇ ㄅㄠˋ ㄉㄠˋ
009127,ㄨㄛˇ ㄅㄨˊ ㄧㄠˋ ㄈㄣˇ ㄙ ㄌㄜ˙ ㄓ ㄔˊ ㄨㄛˇ ㄐㄧㄡˋ ㄉㄨㄛ ㄓㄨㄢˇ ㄈㄚ ㄘˊ ㄊㄧㄝˇ
009128,ㄓㄜˋ ㄌㄧˋ ㄅㄧˇ ㄐㄧㄠˋ ㄧㄣˇ ㄅㄧˋ ㄧㄡˋ ㄔㄡˋ ㄏㄣˊ ㄕㄠˇ ㄖㄣˊ ㄌㄞˊ ㄓㄜˋ ㄌㄧˇ
009129,ㄒㄩㄜˊ ㄉㄠˋ ㄔㄥˊ ㄔㄨˊ ㄈㄚˇ ㄕˊ ㄐㄧㄡˋ ㄏㄨㄟˋ ㄅㄟˋ ㄐㄧㄡˊ ㄐㄧㄡˇ ㄔㄥˊ ㄈㄚ ㄅㄧㄠˇ
009130,ㄙㄢ ㄕˋ ㄍㄠˊ ㄏㄠˇ ㄓㄞˊ ㄐㄧˋ ㄉㄧˋ ㄊㄨㄟˋ ㄔㄨ ㄉㄜ˙ ㄗ ㄐㄧㄣ ㄔㄡˊ ㄘㄨㄛˋ
009131,ㄧㄡˇ ㄨㄤˊ ㄧㄡˇ ㄨㄣˋ ㄋㄥˊ ㄅㄨˋ ㄋㄥˊ ㄏㄨㄟˊ ㄧˋ ㄐㄧˇ ㄐㄧㄢˋ ㄌㄧㄡˊ ㄧㄤˊ ㄗㄞˋ ㄒㄩㄋˊ ㄒㄧㄤˋ ㄌㄧˇ ㄉㄜ˙ ㄑㄩˋ ㄕˋ ㄏㄨㄛˋ ㄑㄧㄡˇ ㄕˋ
009132,ㄗˋ ㄌㄧㄠˋ ㄒㄧㄢˇ ㄕˋ ㄐㄧㄥ ㄏㄨˋ ㄍㄠ ㄊㄧㄝˇ ㄌㄤˊ ㄈㄤˊ ㄉㄨㄢˋ ㄑㄨㄢˊ ㄔㄤˊ ㄙㄢ ㄕˋ ㄉㄧㄢˇ ㄙㄢ ㄙˋ ㄦˋ ㄍㄨㄥ ㄌㄧˋ
009133,ㄌㄠˇ ㄗ˙ ㄔㄨ ㄑㄧˋ ㄦˊ ㄗˋ ㄒㄧㄝˋ ㄑㄧˋ ㄌㄧㄥˊ ㄕㄢ ㄕㄨㄛ ㄨㄛˊ ㄈㄢˇ ㄓㄥˋ ㄅㄨˊ ㄩㄥˋ ㄍㄨㄥ ㄨㄛˇ ㄅㄨˊ ㄋㄧㄢˋ ㄌㄜ˙
009134,ㄊㄚˋ ㄖㄨˋ ㄏㄨㄚ ㄊㄢˊ ㄓㄜˇ ㄈㄚˊ ㄎㄨㄢˇ ㄙㄢ ㄩㄢˊ
009135,ㄉㄧˋ ㄙㄢ ㄊㄧㄢ ㄒㄧㄠˇ ㄉㄨㄥ ㄈㄚ ㄖㄜˋ ㄎㄜˊ ㄙㄡˋ ㄇㄚˊ ㄇㄚ˙ ㄍㄢˊ ㄐㄧㄣˇ ㄉㄞˋ ㄊㄚ ㄑㄩˋ ㄉㄤ ㄉㄧˋ ㄉㄜ˙ ㄓㄣˋ ㄧ ㄩㄢˋ ㄐㄧㄡˋ ㄓㄣˇ
009136,ㄙ ㄌㄧˋ ㄧㄠˊ ㄍㄠˋ ㄙㄨˋ ㄐㄧˋ ㄓㄜˇ ㄉㄧㄢˋ ㄉㄨㄥˋ ㄙㄢ ㄌㄨㄣˋ ㄔㄜˋ ㄗㄞˋ ㄎㄨㄞˋ ㄉㄧˋ ㄕˋ ㄔㄤˇ ㄉㄜ˙ ㄕㄥ ㄇㄧㄥˋ ㄌㄧˋ ㄈㄟ ㄔㄤˊ ㄨㄤˋ ㄕㄥˋ
009137,ㄘˇ ㄨㄞˋ ㄉㄚ ㄕㄡˋ ㄅㄟˋ ㄐㄧㄠˋ ㄊㄧㄥˊ ㄌㄧˋ ㄩㄥˋ ㄌㄧˇ ㄘㄞˊ ㄔㄢˊ ㄆㄧㄣˇ ㄍㄠ ㄒㄧ ㄌㄢˊ ㄔㄨˇ ㄉㄜ˙ ㄒㄧㄢˋ ㄒㄧㄤˋ ㄧㄝˇ ㄐㄧㄤ ㄅㄟˋ ㄜˋ ㄓˋ
009138,ㄌㄧㄡˋ ㄕˋ ㄔㄨㄤˋ ㄒㄧㄣ ㄙ ㄨㄟˊ ㄊㄨㄟ ㄔㄨ ㄔㄤˊ ㄍㄨㄟ ㄉㄜ˙ ㄐㄧㄝˊ ㄕˋ ㄏㄨㄛˊ ㄉㄨㄥˋ ㄗㄥ ㄑㄧㄤˊ ㄊㄧˇ ㄩˋ ㄙㄞˋ ㄕˋ ㄉㄜ˙ ㄔㄨㄤˋ ㄧˋ ㄏㄜˊ ㄕㄜˋ ㄐㄧˇ
009139,ㄘㄨˋ ㄅㄨˋ ㄐㄧˊ ㄈㄤˊ ㄉㄜ˙ ㄊㄚ ㄑㄧˊ ㄊㄨㄟˋ ㄌㄧㄤˇ ㄅㄨˋ
009140,ㄖㄨˊ ㄍㄨㄛˇ ㄅㄨˋ ㄋㄥˊ ㄘㄨㄥˊ ㄓㄜˋ ㄧˋ ㄐㄧㄢˋ ㄎㄢˋ ㄉㄠˋ ㄌㄧㄝˋ ㄖㄣˊ ㄉㄜ˙ ㄧㄡˊ ㄨˇ ㄋㄚˋ ㄓㄜˋ ㄊㄡˊ ㄕ ㄗ˙ ㄐㄧㄡˋ ㄅㄣˋ ㄉㄢˋ ㄉㄠˋ ㄐㄧㄚ ㄌㄜ˙
009141,ㄓㄜˋ ㄧㄤˋ ㄉㄜ˙ ㄊㄧㄠˊ ㄓㄥˇ ㄈㄤ ㄕˋ ㄅㄧˇ ㄐㄧㄠˋ ㄨㄣˊ ㄊㄨㄛˇ
009142,ㄕㄨㄛ ㄧㄥ ㄩˊ ㄏㄠˇ ㄋㄢˊ ㄛ˙ ㄨㄛˇ ㄓㄥˋ ㄗㄞˋ ㄒㄩㄜˊ ㄒㄧˊ ㄓㄨㄥ
009143,ㄅㄢˋ ㄈㄚˇ ㄍㄨㄟˋ ㄉㄧㄥˋ ㄌㄜ˙ ㄋㄨㄥˊ ㄔㄢˊ ㄆㄧㄣˇ ㄗㄥ ㄓ ㄕㄨㄟˋ ㄐㄧㄣˋ ㄒㄧㄤˋ ㄕㄨㄟˋ ㄜˊ ㄏㄜˊ ㄉㄧㄥˋ ㄈㄤ ㄈㄚˇ
009144,ㄗㄨㄟˋ ㄏㄡˋ ㄏㄢˊ ㄓㄜˋ ㄌㄟˋ ㄨㄣˋ ㄌㄜ˙ ㄐㄩˋ ㄕㄨㄟˊ ㄐㄧㄚ ㄉㄜ˙ ㄒㄩㄥˊ ㄏㄞˊ ㄗ˙ ㄐㄧㄠˋ ㄒㄧ ㄗㄠˇ ㄅㄨˊ ㄉㄚˋ ㄈㄢ ㄍㄜ˙ ㄊㄨˇ ㄨˊ
009145,ㄉㄨㄟˋ ㄩˊ ㄩˇ ㄧㄥˋ ㄘㄞˇ ㄦˇ ㄉㄜ˙ ㄏㄨㄟ ㄧㄣ ㄊㄚ ㄏㄣˊ ㄧㄡˇ ㄗˋ ㄒㄧㄣˋ ㄉㄜ˙ ㄕㄨㄛ ㄐㄧㄝˊ ㄏㄨㄣ ㄐㄧㄡˋ ㄕˋ ㄧˊ ㄅㄟˋ ㄗ˙ ㄉㄜ˙ ㄕˋ
009146,ㄢˇ ㄇㄣ˙ ㄙㄢ ㄋㄧㄢˊ ㄉㄚˋ ㄒㄩㄜˊ ㄐㄧㄥˋ ㄙㄨㄢˋ ㄕㄨˋ ㄒㄩㄜˊ ㄊㄧˊ ㄌㄜ˙
009147,ㄒㄧㄢˋ ㄗㄞˋ ㄌㄧㄢˊ ㄐㄧ ㄑㄧˋ ㄖㄣˊ ㄧㄝˇ ㄧㄠˋ ㄅㄟˋ ㄘㄨㄟ ㄏㄨㄣ ㄌㄜ˙ ㄇㄚ˙
009148,ㄍㄤ ㄋㄨㄥˋ ㄌㄜ˙ ㄍㄜˋ ㄈㄟ ㄔㄤˊ ㄏㄠˇ ㄔ ㄉㄜ˙ ㄖㄡˋ ㄅㄠ ㄗ˙
009149,ㄓㄜˋ ㄓㄨㄥˇ ㄉㄢˋ ㄐㄧㄥ ㄕㄡˋ ㄆㄚˋ ㄉㄜ˙ ㄖˋ ㄗ˙ ㄏㄜˊ ㄕˊ ㄌㄧㄠˇ
009150,ㄗㄨㄟˋ ㄏㄡˋ ㄏㄞˊ ㄧㄠˋ ㄐㄧㄥ ㄍㄨㄛˋ ㄕㄨㄚ ㄒㄧˇ ㄘㄞˊ ㄋㄥˊ ㄆㄥ ㄖㄣˋ
009151,ㄉㄤ ㄖㄢˊ ㄕˋ ㄇㄤˊ ㄓㄜˋ ㄒㄩㄜˊ ㄒㄧˊ ㄅㄧㄢˋ ㄉㄜ˙ ㄍㄥˋ ㄅㄤˋ ㄌㄡ˙
009152,ㄊㄚ ㄕˋ ㄌㄧˇ ㄅㄧㄢ ㄉㄜ˙ ㄨ ㄨㄛˇ ㄕˋ ㄨㄞˋ ㄅㄧㄢ ㄉㄜ˙ ㄕㄚ ㄈㄚ
009153,ㄓㄥˋ ㄏㄠˇ ㄑㄩ ㄨㄟˋ ㄌㄧˇ ㄉㄜ˙ ㄧˊ ㄍㄜ˙ ㄉㄟˋ ㄅㄨˋ ㄎㄢ ㄨˊ ㄧㄠˋ ㄖㄣˊ ㄌㄧㄣˊ ㄈㄨˋ ㄖㄨㄥˊ ㄕㄥ ㄅㄧㄢ ㄐㄧˋ ㄅㄧㄥˋ ㄐㄩˇ ㄐㄧㄚ ㄅㄢ ㄑㄧㄢ
009154,ㄉㄠˋ ㄏㄨㄣˊ ㄔㄨㄣ ㄕㄡˇ ㄒㄧㄢ ㄍㄢˇ ㄕㄨㄛ ㄉㄠˋ ㄉㄜ˙ ㄕˋ ㄏㄨㄣˊ ㄔㄨㄣ ㄧㄢˊ ㄉㄜ˙ ㄋㄚˋ ㄈㄣˋ ㄗˋ ㄏㄠˊ ㄍㄢˇ ㄕˇ ㄇㄧㄥˋ ㄍㄢˇ
